2.855389,12.000000,0.416667,0.250000,0.000000,0.000000.1,0.000000.2
2.75,8.0,0.0,0.0,1.0,0.0,0.0
4.6873260000000005,42.0,0.023809999999999998,0.428571,1.0,0.0,0.0
3.778424,27.0,0.037037,0.0,0.0,0.0,0.0
4.684175,66.0,0.348485,0.0,1.0,0.0,0.0
4.469742,55.0,0.127273,0.0,0.0,0.0,0.0
4.194386,36.0,0.055555999999999994,0.277778,1.0,0.0,0.0
4.022055,24.0,0.083333,0.25,1.0,0.0,0.0
4.0518220000000005,33.0,0.030302999999999997,0.0,1.0,0.0,0.0
4.260066999999999,36.0,0.0,0.0,1.0,0.0,0.0
4.540401999999999,37.0,0.0,0.108108,0.0,0.0,0.0
4.492551000000001,72.0,0.138889,0.055555999999999994,1.0,0.0,0.0
4.587066,88.0,0.11363599999999999,0.045455,1.0,0.0,0.0
2.663533,11.0,0.272727,0.0,1.0,0.0,0.0
2.840224,15.0,0.13333299999999998,0.0,0.0,0.0,0.0
